Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
2019-01-01,37.4671,38.5091,37.0723,38.4352,112.50627,432420.099,37.68843292
2019-01-02,38.4922,39.4798,38.1741,39.4341,133.003082,524485.6836,38.49057235
2019-01-03,39.3105,39.3569,38.2622,38.3674,118.0745951,453021.5219,38.84223271
2019-01-04,38.3204,38.6593,37.8385,38.5772,125.6691898,484796.5467,38.31665015
2019-01-05,38.5197,39.049,38.369,38.4519,133.6113384,513760.9824,38.64870571
2019-01-06,38.3652,40.933,38.2651,40.7663,137.2954484,559702.744,38.57219009
2019-01-07,40.7859,40.9261,40.2089,40.2525,129.8956745,522862.5637,40.23130749
2019-01-08,40.2847,41.0902,39.9696,40.3085,131.649486,530659.3305,40.31802388
2019-01-09,40.3155,40.684,40.2266,40.353,126.7788076,511590.5225,40.55341473
2019-01-10,40.3441,40.6407,36.5917,36.7892,186.8522228,687414.3796,38.25052322
2019-01-11,36.7402,37.1388,36.5307,36.8737,150.2076782,553871.2865,36.87719141
2019-01-12,36.8697,36.9898,36.5381,36.613,130.5047629,477817.0883,36.59458703
2019-01-13,36.5887,36.7476,35.4493,35.5295,131.7581859,468130.2466,36.66174071
2019-01-14,35.5731,37.2784,35.5229,37.0605,152.4907783,565138.449,35.84714203
2019-01-15,37.0422,37.2015,36.1995,36.3068,152.5111633,553719.2302,36.83710881
2019-01-16,36.3151,36.8578,36.2467,36.5501,147.590763,539445.7145,36.61351743
2019-01-17,36.5187,36.8014,36.2196,36.7856,148.5478117,546442.0383,36.38162093
2019-01-18,36.7799,36.8252,36.3708,36.5784,136.7736622,500296.1727,36.60363918
2019-01-19,36.5238,37.5853,36.5238,37.2857,159.7312476,595569.138,37.54783655
2019-01-20,37.2545,37.4339,35.8302,36.0101,155.0256611,558248.956,37.33153226
2019-01-21,36.0037,36.0884,35.5854,35.7603,139.9414171,500434.7059,35.78272041
2019-01-22,35.7508,36.2075,35.3972,36.0458,147.4131121,531362.3556,35.64132742
2019-01-23,36.0556,36.2307,35.6531,35.8512,151.564122,543375.5649,36.04219576
2019-01-24,35.845,36.1609,35.6909,36.0087,146.1554859,526286.9046,35.75694732
2019-01-25,36.0739,36.1293,35.756,35.9977,146.2828886,526584.7539,35.8137972
2019-01-26,35.9972,36.5493,35.9335,36.0246,141.519496,509818.3235,36.36599757
2019-01-27,36.0469,36.1267,35.6725,35.8397,155.4352566,557075.2966,35.73891948
2019-01-28,35.8428,35.8675,34.3923,34.7045,199.0788077,690893.0483,34.78948634
2019-01-29,34.6887,34.7607,34.0082,34.4812,171.0253556,589715.9493,34.22989852
2019-01-30,34.439,34.9517,34.2939,34.8618,170.8205723,595511.2627,34.6797789
2019-01-31,34.8541,35.048,34.4792,34.5779,168.6394567,583119.8271,34.58392131
2019-02-01,34.6055,35.0195,34.3159,34.8795,155.4760449,542292.6707,34.54788919
2019-02-02,34.8463,35.2329,34.6757,35.2106,144.0368412,507162.3601,34.83411357
2019-02-03,35.1614,35.2139,34.4792,34.6401,145.609787,504393.7584,34.80100042
2019-02-04,34.6721,34.7622,34.4259,34.5915,154.1626956,533271.8886,34.54376047
2019-02-05,34.5495,34.7815,34.5194,34.6636,150.8080391,522754.9545,34.7187986
2019-02-06,34.6909,34.6909,33.9857,34.1377,160.5906677,548219.6038,34.0921274
2019-02-07,34.1493,34.2795,33.9422,33.9947,147.227735,500496.2683,34.26618162
2019-02-08,34.0138,36.9561,33.9102,36.6678,210.9650184,773562.3101,34.41984344
2019-02-09,36.7159,36.7994,36.4656,36.712,167.760777,615883.3645,36.74399071
2019-02-10,36.732,36.9504,36.4098,36.9019,170.2420987,628225.6903,36.54053562
2019-02-11,36.9561,36.9561,36.4229,36.4843,172.0481532,627705.6434,36.5667835
2019-02-12,36.4275,36.6859,36.1856,36.5353,177.3732399,648038.4532,36.23457065
2019-02-13,36.536,36.6975,36.1725,36.3207,177.2791775,643890.3823,36.38519894
2019-02-14,36.3117,36.4626,36.077,36.1688,173.382706,627104.4418,36.22473251
2019-02-15,36.1737,36.478,36.0821,36.2081,168.2483265,609195.2231,36.37004754
2019-02-16,36.1527,36.5284,36.1527,36.2979,163.5010304,593474.4052,36.35396833
2019-02-17,36.3336,36.8054,36.1918,36.7384,191.6118422,703951.2503,36.44600441
2019-02-18,36.7137,39.3667,36.6998,39.1571,253.0375498,990821.664,37.43348375
2019-02-19,39.1166,40.1088,39.0815,39.4709,251.6696264,993362.6655,39.25686157
2019-02-20,39.4668,40.0049,39.2625,39.9982,217.3441292,869337.3948,39.82292674
2019-02-21,40.0026,40.1001,39.4011,39.5412,196.6335898,777512.8102,39.52238926
2019-02-22,39.5241,40.0654,39.5082,40.0553,195.3930005,782652.5254,39.78432706
2019-02-23,39.9892,41.6629,39.6873,41.4253,215.3818636,892225.8316,39.90072137
2019-02-24,41.4546,42.1064,37.9371,38.1043,283.2810851,1079422.745,41.7118462
2019-02-25,38.07,39.1371,38.07,38.827,240.0081404,931879.6067,38.40296578
2019-02-26,38.787,38.9158,38.3799,38.5436,205.7726574,793121.8996,38.61739838
2019-02-27,38.5748,38.888,37.8706,38.5105,215.5596444,830130.9684,38.71645611
2019-02-28,38.4826,39.0606,38.4582,38.5479,217.9046796,839976.7798,38.66868713
2019-03-01,38.5376,39.078,38.5169,38.5958,198.4995252,766124.7975,38.68644271
2019-03-02,38.5532,38.7461,38.3213,38.6442,196.1170389,757878.6076,38.57897796
2019-03-03,38.6227,38.7548,38.3691,38.4718,188.5422089,725355.8152,38.66386204
2019-03-04,38.4509,38.6738,37.3375,37.6156,240.0380637,902917.5788,37.441364
2019-03-05,37.5983,39.0392,37.4518,38.9638,261.1174068,1017412.642,37.76510774
2019-03-06,38.9708,39.1951,38.7146,39.0394,235.0264484,917529.1529,38.9975593
2019-03-07,39.0338,39.3937,38.9411,39.1148,245.0265761,958416.5519,38.99077501
2019-03-08,39.1323,39.5043,38.7523,39.0113,272.706599,1063863.894,39.30449996
2019-03-09,38.9455,39.8724,38.9239,39.6331,272.4011878,1079610.352,39.42694665
2019-03-10,39.6617,39.6617,39.2438,39.516,245.8059421,971326.7607,39.35963869
2019-03-11,39.5374,39.6638,38.8924,39.0523,259.2907947,1012590.19,39.29117373
2019-03-12,39.0376,39.2689,38.6356,39.0916,250.9461644,980988.7079,39.24656094
2019-03-13,39.1305,39.266,38.919,39.0672,242.3819685,946918.4841,38.91904192
2019-03-14,39.0558,39.465,39.013,39.2437,267.069353,1048078.957,39.19311692
2019-03-15,39.2666,39.6854,39.1402,39.6091,237.1730386,939421.0605,39.29765381
2019-03-16,39.639,40.7704,39.6166,40.4873,243.438485,985616.6973,40.69386027
2019-03-17,40.4772,40.5412,40.0641,40.2523,204.2523135,822162.54,40.27803706
2019-03-18,40.2997,40.7156,40.0912,40.3251,239.2295168,964695.4186,40.18693335
2019-03-19,40.3269,40.8222,40.2381,40.7119,229.5377999,934491.9956,40.58918533
2019-03-20,40.7079,40.8946,40.3111,40.8748,248.953301,1017591.639,40.39681828
2019-03-21,40.8395,40.9736,40.0515,40.2933,268.8092726,1083121.266,40.79007791
2019-03-22,40.2851,40.5391,40.2154,40.2397,229.9454511,925293.5969,40.36601982
2019-03-23,40.2271,40.4988,40.1596,40.3583,237.3452437,957885.0549,40.27542321
2019-03-24,40.3516,40.407,40.0619,40.2217,227.3611276,914485.1065,40.29623404
2019-03-25,40.2411,40.3884,39.3403,39.6307,261.40893,1035981.888,40.27289411
2019-03-26,39.6923,39.8508,39.4475,39.8508,268.6941997,1070767.882,39.54702051
2019-03-27,39.8424,40.8707,39.7781,40.8707,266.6245485,1089713.193,40.68803617
2019-03-28,40.8758,40.949,40.4027,40.6911,229.8762112,935391.5899,40.80936458
2019-03-29,40.683,41.135,40.341,40.9837,266.4148322,1091866.556,40.94875209
2019-03-30,40.9214,42.9681,40.5391,41.0666,236.9976589,973268.806,40.87536722
2019-03-31,41.0546,41.1302,40.941,41.054,220.3225616,904512.2443,41.10539838
2019-04-01,41.0536,41.6495,40.969,41.5818,244.284619,1015779.417,41.30441518
2019-04-02,41.5692,49.0595,41.5532,48.7988,436.7945076,2131504.782,47.61414745
2019-04-03,48.7996,53.07,48.7662,49.7302,460.4825957,2289989.158,49.58776181
2019-04-04,49.7131,50.6316,48.3679,49.228,370.7607508,1825181.024,49.72193027
2019-04-05,49.2281,50.5351,49.1949,50.3668,334.294126,1683732.539,49.75592098
2019-04-06,50.3679,52.0582,49.9222,50.5982,334.5928352,1692979.519,50.02550117
2019-04-07,50.6279,52.3519,50.5041,51.989,320.3642336,1665541.614,51.45963835
2019-04-08,51.9984,53.1884,51.4821,52.8977,324.2884593,1715411.363,52.12606927
2019-04-09,52.8992,52.8992,51.6742,52.0496,282.8475985,1472210.436,51.92933936
2019-04-10,52.0411,54.2165,51.9338,53.2455,291.1906346,1550459.093,52.48011418
2019-04-11,53.2508,53.5423,50.173,50.6449,326.8960156,1655561.602,50.281287
2019-04-12,50.612,51.0327,49.5585,50.8954,268.6923831,1367520.631,50.45388
2019-04-13,50.8885,51.2712,50.6159,50.9659,212.3633566,1082328.96,50.697887
2019-04-14,50.9576,51.8402,50.5357,51.6772,201.0935673,1039195.25,50.665275
2019-04-15,51.6732,51.9661,50.2407,50.6711,242.547627,1229015.506,51.403552
2019-04-16,50.6658,52.3895,50.5519,52.3556,221.918194,1161866.02,50.64665316
2019-04-17,52.3614,52.7428,52.1921,52.5194,236.835925,1243848.068,52.01137335
2019-04-18,52.5148,53.1999,52.5051,52.9839,250.198455,1325648.992,52.41936187
2019-04-19,52.9815,53.3668,52.3334,53.0381,259.8177283,1378023.866,52.60868672
2019-04-20,53.0416,53.5849,52.9588,53.3789,246.7200996,1316964.752,53.00682085
2019-04-21,53.3588,53.5993,52.5734,53.1453,258.3830409,1373184.422,52.34132901
2019-04-22,53.1249,54.2269,52.8028,53.9937,270.4321365,1460163.165,53.09706252
2019-04-23,53.9937,56.338,53.8941,55.7236,284.7502334,1586730.811,55.42078176
2019-04-24,55.7151,56.4204,54.1826,54.6487,311.9567968,1704803.34,54.33751035
2019-04-25,54.6652,55.4224,51.8134,52.1052,294.217917,1533028.341,54.37452539
2019-04-26,52.103,53.8363,51.7737,52.7935,318.4503403,1681210.804,52.35550673
2019-04-27,52.7947,53.1075,52.3364,52.6829,248.8715442,1311127.468,52.58217236
2019-04-28,52.7175,53.2623,52.5568,52.8514,242.5667448,1281999.206,52.80520553
2019-04-29,52.8486,53.1127,52.1649,52.4735,261.7605205,1373549.067,52.18865777
2019-04-30,52.4773,53.6326,52.2419,53.5073,259.3845059,1387896.457,52.90040112
2019-05-01,53.5091,54.18,53.4765,54.027,253.197998,1367952.824,53.31337332
2019-05-02,54.0242,55.2226,53.9422,55.0528,266.0075583,1464446.091,54.84815399
2019-05-03,55.0555,58.6588,54.902,57.6829,324.5464428,1872078.001,57.51139668
2019-05-04,57.692,58.8689,56.4547,58.3117,301.2736855,1756778.077,56.35428655
2019-05-05,58.3107,58.3386,57.0804,57.9571,255.5136596,1480883.072,57.47253055
2019-05-06,57.9169,58.0296,56.5369,57.4681,273.8418671,1573717.18,56.91755544
2019-05-07,57.456,59.8818,57.414,58.295,309.2273614,1802640.903,58.78642196
2019-05-08,58.4948,59.8998,57.9472,59.8246,256.0920641,1532060.53,59.25063145
2019-05-09,59.8232,61.8304,59.8232,61.7453,271.8368104,1678464.541,60.33513817
2019-05-10,61.7582,64.3462,61.6152,63.7885,304.4416371,1941987.537,62.95328295
2019-05-11,63.7967,73.33,63.757,72.0477,400.6729199,2886756.233,68.58944523
2019-05-12,72.0351,75.0387,68.1577,69.7237,398.3341917,2777333.368,69.1576803
2019-05-13,69.7118,80.4741,68.9828,78.1492,366.9605342,2867767.218,77.53949712
2019-05-14,78.0788,82.6871,76.9639,79.9442,400.672622,3203145.223,80.64286384
2019-05-15,79.8937,82.1642,78.9911,82.0517,345.4421166,2834411.292,80.02724281
2019-05-16,81.945,83.2082,77.2961,78.8491,420.6414224,3316719.758,79.94418362
2019-05-17,78.8693,79.2915,70.3812,73.439,409.409781,3006664.491,71.98758063
2019-05-18,73.4166,74.4727,72.515,72.7121,293.6827098,2135428.656,74.02206266
2019-05-19,72.6796,82.6194,72.6796,81.9769,315.9722073,2590242.204,79.41948154
2019-05-20,81.9692,82.0097,76.7878,79.7831,298.852819,2384340.434,78.27413491
2019-05-21,79.7797,80.6217,78.4334,79.6333,315.5369055,2512724.506,79.81577969
2019-05-22,79.5629,79.9761,76.1599,76.8007,321.8652066,2471947.318,79.96884133
2019-05-23,76.7727,79.4379,75.332,78.8185,310.2965398,2445710.782,78.20878456
2019-05-24,78.817,81.4072,78.2445,79.8737,324.501394,2591912.699,81.19835778
2019-05-25,79.9189,81.1793,79.6598,80.5254,276.3949401,2225681.311,80.93120463
2019-05-26,80.5521,86.8752,79.2467,86.7322,307.5901464,2667797.009,80.21557606
2019-05-27,86.7407,89.0717,86.687,88.0578,317.4033369,2794983.956,88.77418523
2019-05-28,88.0276,88.0702,86.3472,87.1996,277.8329174,2422691.927,87.37953583
2019-05-29,87.1859,87.5585,84.8273,86.5949,271.0723145,2347347.997,87.51138672
2019-05-30,86.6176,90.0831,82.2127,83.1947,351.5431698,2924652.855,87.996117
2019-05-31,83.2029,85.8666,81.7255,85.745,295.8212252,2536519.096,84.51022936
2019-06-01,85.7384,86.256,84.8158,85.6402,262.5905071,2248830.354,85.8870545
2019-06-02,85.6547,88.093,85.6124,87.4296,231.8003974,2026621.602,87.72866576
2019-06-03,87.4175,87.435,82.0419,82.0899,268.0538219,2200451.144,84.11906539
2019-06-04,82.1099,82.1099,75.6449,77.0777,319.2847159,2460973.155,79.9005684
2019-06-05,77.0434,79.0185,76.6867,78.2423,278.1222365,2176092.346,76.62367951
2019-06-06,78.1963,79.3734,75.7147,78.2202,248.9716349,1947461.108,77.07949463
2019-06-07,78.269,81.2615,77.8837,80.4395,237.9604949,1914142.323,79.16186072
2019-06-08,80.3677,80.7689,78.3761,79.5413,207.7250788,1652272.281,78.96588083
2019-06-09,79.4967,79.7597,75.8322,76.8808,216.0581907,1661072.655,77.35948754
2019-06-10,76.9228,80.3191,75.8673,80.0033,233.6063027,1868927.512,78.83492323
2019-06-11,80.0424,80.2639,77.728,79.2771,215.79094,1710727.993,77.72724383
2019-06-12,79.2543,81.9665,78.6236,81.4586,233.6700224,1903443.288,81.22259069
2019-06-13,81.4555,83.1157,80.8706,82.3092,226.820418,1866940.715,81.72030424
2019-06-14,82.309,87.1064,81.8339,86.9383,228.1061731,1983116.291,84.09668036
2019-06-15,86.8975,88.5913,86.184,88.3838,207.8552091,1837103.323,86.95031604
2019-06-16,88.4144,93.3587,88.1456,89.9449,259.5872619,2334855.031,91.56889443
2019-06-17,89.8892,94.1641,89.8892,93.2035,166.978192,1556295.192,92.50761257
2019-06-18,93.3547,93.4837,90.049,90.8176,174.5059387,1584821.054,90.18702089
2019-06-19,90.7873,92.9962,90.704,92.7352,167.6473437,1554680.995,90.62829882
2019-06-20,92.7306,95.9442,92.3248,95.2716,187.3257485,1784682.378,93.25099172
2019-06-21,95.2507,101.4456,95.2507,101.4456,203.3011648,2062400.864,98.11182744
2019-06-22,101.7592,111.5735,101.0704,107.0169,280.2847481,2999520.486,107.9719535
2019-06-23,106.9669,112.4614,105.561,108.5537,193.4372251,2099832.65,107.5019249
2019-06-24,108.5374,110.659,106.1043,110.111,175.0202284,1927165.237,108.8503776
2019-06-25,110.072,117.9092,110.072,117.9092,211.0071524,2487968.453,113.7292615
2019-06-26,117.7858,137.9649,117.556,130.1623,346.5345432,4510573.317,128.0798505
2019-06-27,130.1712,133.1114,104.9185,111.8281,357.490427,3997747.522,117.1232549
2019-06-28,111.6217,124.4518,109.1449,124.0733,282.798618,3508775.777,120.0009885
2019-06-29,124.0076,124.0091,115.0838,119.5937,250.213524,2992396.113,120.2800657
2019-06-30,119.3199,121.7838,107.9901,108.1716,251.9743953,2725647.35,111.6407488
2019-07-01,107.9693,112.0644,100.8931,105.8313,277.5983034,2937858.932,101.6765742
2019-07-02,105.8868,109.1219,97.3788,108.0168,287.1395489,3101589.522,104.6460607
2019-07-03,108.1816,119.6808,108.1816,119.6127,257.4684318,3079649.429,113.9893281
2019-07-04,119.7272,120.0608,111.6657,112.1544,231.1125915,2592029.403,118.1179479
2019-07-05,112.031,113.9566,108.7496,109.7846,217.1386534,2383848.021,112.9557772
2019-07-06,109.8254,116.2097,109.8254,112.0855,188.1779919,2109202.431,114.6234427
2019-07-07,112.1762,115.4162,111.488,114.5085,169.1494018,1936904.428,113.3367374
2019-07-08,114.466,123.4583,113.9337,122.8596,191.1332241,2348255.146,118.4181039
2019-07-09,122.8433,127.7913,122.3326,125.7381,224.0205755,2816792.152,123.2564922
2019-07-10,125.7154,131.2953,117.1098,121.5651,276.6219437,3362757.424,123.4472823
2019-07-11,121.3971,121.4462,111.5892,113.5866,251.7491297,2859532.769,116.8904033
2019-07-12,113.543,119.0549,111.7914,118.1599,199.1766479,2353469.28,114.7832651
2019-07-13,118.1313,118.4196,109.0848,113.9238,184.7078168,2104261.638,114.0504759
2019-07-14,113.8102,114.512,102.3458,102.5606,219.2459873,2248600,106.0070417
2019-07-15,102.5784,110.5277,99.9201,108.9509,232.9861177,2538404.721,105.1165673
2019-07-16,108.9665,109.9663,94.4811,94.7764,254.8229208,2415119.907,104.4769406
2019-07-17,94.7121,99.6313,91.6313,96.938,253.4601658,2456992.155,97.81226126
2019-07-18,96.985,107.3684,93.768,106.6648,236.1324884,2518702.465,103.563345
2019-07-19,106.5396,107.1698,102.2963,105.3073,196.8280101,2072742.631,103.9984536
2019-07-20,105.2582,110.4866,104.5128,107.6714,187.6692897,2020661.516,105.7176487
2019-07-21,107.7753,108.4189,103.896,105.9911,161.6228199,1713058.047,104.4170065
2019-07-22,105.9695,106.5179,101.5492,103.4311,157.9255651,1633441.491,103.2068896
2019-07-23,103.4675,103.4675,98.836,99.0077,180.3083699,1785191.7,99.72011052
2019-07-24,98.8773,99.088,96.1431,98.1193,177.3222426,1739873.432,98.94072914
2019-07-25,98.091,101.5425,97.7396,99.1184,159.6267907,1582195.209,100.3121772
2019-07-26,99.1313,99.1652,97.1798,98.703,146.8619442,1449571.448,97.88910066
2019-07-27,98.7116,101.6732,94.1152,94.7768,177.4464799,1681780.954,94.58226845
2019-07-28,94.9163,95.7555,92.523,95.5286,143.8175279,1373868.709,95.76089334
2019-07-29,95.4818,96.8165,94.7295,95.1915,144.8810589,1379144.532,95.76434814
2019-07-30,95.2233,97.0176,94.3734,96.0742,143.9492718,1382981.113,96.87882162
2019-07-31,96.0405,100.8563,95.981,100.8563,164.9031409,1663152.065,100.4388723
2019-08-01,100.7744,104.4692,99.2202,103.9967,165.0565629,1716533.786,99.86796972
2019-08-02,104.0204,106.5795,103.7101,105.1817,166.2750657,1748909.408,105.958723
2019-08-03,105.1928,109.4678,105.035,108.2173,141.8690455,1535268.506,107.6477579
2019-08-04,108.2163,110.0921,106.2028,109.7018,150.6893669,1653089.479,107.8777697
2019-08-05,109.6074,118.9509,109.6074,118.0565,202.2420522,2387598.883,116.9467477
2019-08-06,118.1155,122.7382,112.9073,114.7817,205.9135529,2363510.766,117.0645624
2019-08-07,114.7619,120.3699,114.337,119.4197,185.8570122,2219498.864,117.15475
2019-08-08,119.5404,119.7942,115.5617,119.6641,162.8023085,1948159.173,117.6902745
2019-08-09,119.5347,119.7046,117.0975,118.6294,154.5990282,1833998.996,117.6102194
2019-08-10,118.6156,119.1566,113.239,113.5402,159.6382202,1812535.545,114.3726953
2019-08-11,113.4974,115.2358,112.4829,115.2358,136.8877685,1577437.152,113.9875556
2019-08-12,115.2819,115.2819,113.2095,113.8262,119.8950525,1364719.823,113.6975651
2019-08-13,113.8505,114.2005,108.3033,108.9583,153.0998881,1668150.354,109.8947652
2019-08-14,108.8949,108.8956,100.2814,100.517,198.8801725,1999083.83,105.1560454
2019-08-15,100.3842,104.3741,96.7532,103.1155,222.0724826,2289911.508,100.336927
2019-08-16,103.1942,105.2435,98.5548,103.7434,194.9830745,2022820.71,102.6322842
2019-08-17,103.5872,104.5262,100.867,102.3174,134.6597518,1377803.569,103.4376437
2019-08-18,102.3301,104.8707,101.1909,103.4581,125.6529346,1299981.387,104.275802
2019-08-19,103.5028,109.1605,103.132,109.1605,146.9237005,1603826.46,106.9244902
2019-08-20,109.1635,109.4704,106.1896,107.6323,139.8565503,1505308.218,106.9596962
2019-08-21,107.6457,107.9873,99.6272,101.3805,192.0791944,1947308.477,100.7142079
